cod;nome;período;homicidios-de-homens-por-armas-de-fogo;homicidios;homicidios-de-jovens;homicidios-de-jovens-homens;homicidios-mulheres-nao-negras;homicidios-homens-nao-negros;homicidio-de-jovens-por-armas-de-fogo;homicidios-negros;homicidios-mulheres;homicidios-nao-negros;homicidios-mulheres-negras;homicidios-homens;homicidios-de-mulheres-por-armas-de-fogo;homicidios-por-armas-de-fogo;homicidios-de-jovens-mulheres;homicidios-homens-negros
12;AC;2005;35.0;124.0;67.0;60;5.0;26.0;18.0;87.0;13.0;31.0;8.0;111.0;1.0;36;7;79.0
51;MT;2005;507.0;907.0;407.0;373;38.0;227.0;265.0;631.0;89.0;265.0;51.0;815.0;32.0;487;34;579.0
21;MA;2005;256.0;935.0;511.0;481;8.0;130.0;276.0;774.0;58.0;138.0;49.0;877.0;21.0;489;30;725.0
52;GO;2005;945.0;1468.0;830.0;776;46.0;361.0;619.0;1003.0;133.0;408.0;83.0;1334.0;52.0;937;54;920.0
32;ES;2005;140.0;1602.0;904.0;839;30.0;213.0;726.0;1014.0;149.0;243.0;90.0;1453.0;101.0;1189;65;924.0
53;DF;2005;468.0;657.0;403.0;384;14.0;81.0;317.0;551.0;47.0;95.0;32.0;610.0;25.0;452;19;519.0
23;CE;2005;72.0;1699.0;943.0;883;16.0;138.0;613.0;760.0;143.0;154.0;45.0;1555.0;66.0;1012;59;715.0
29;BA;2005;50.0;2881.0;1703.0;1613;22.0;150.0;1319.0;2380.0;211.0;172.0;164.0;2669.0;114.0;2022;90;2216.0
15;PA;2006;388.0;2073.0;1185.0;1130;21.0;139.0;771.0;1867.0;140.0;160.0;118.0;1930.0;71.0;1295;55;1749.0
32;ES;2006;181.0;1762.0;982.0;904;44.0;211.0;787.0;1111.0;183.0;255.0;103.0;1578.0;100.0;1294;78;1008.0
53;DF;2006;455.0;660.0;399.0;374;9.0;70.0;305.0;576.0;49.0;79.0;39.0;611.0;33.0;435;25;537.0
23;CE;2006;79.0;1792.0;941.0;890;17.0;148.0;642.0;972.0;134.0;165.0;65.0;1658.0;43.0;1060;51;907.0
29;BA;2006;75.0;3311.0;1947.0;1824;21.0;183.0;1561.0;2821.0;243.0;204.0;197.0;3065.0;131.0;2402;123;2624.0
13;AM;2006;1223.0;699.0;428.0;402;18.0;77.0;237.0;584.0;53.0;95.0;33.0;646.0;22.0;379;26;551.0
16;AP;2006;35.0;202.0;128.0;125;3.0;11.0;49.0;186.0;13.0;14.0;10.0;189.0;0.0;75;3;176.0
27;AL;2006;357.0;1620.0;980.0;925;6.0;62.0;823.0;1078.0;106.0;68.0;66.0;1514.0;64.0;1308;55;1012.0
12;AC;2006;48.0;158.0;85.0;81;6.0;36.0;23.0;102.0;15.0;42.0;8.0;143.0;2.0;50;4;94.0
52;GO;2006;1017.0;1509.0;825.0;766;48.0;332.0;602.0;1076.0;143.0;381.0;91.0;1364.0;69.0;984;59;985.0
21;MA;2006;285.0;969.0;527.0;497;8.0;135.0;256.0;811.0;67.0;143.0;58.0;902.0;24.0;479;30;753.0
51;MT;2006;589.0;896.0;427.0;394;28.0;212.0;282.0;647.0;70.0;241.0;42.0;825.0;22.0;497;33;605.0
50;MS;2006;3395.0;683.0;315.0;295;29.0;265.0;215.0;366.0;55.0;294.0;24.0;627.0;17.0;370;20;342.0
31;MG;2006;1244.0;4177.0;2408.0;2220;138.0;1103.0;1990.0;2759.0;392.0;1242.0;238.0;3783.0;204.0;3075;186;2520.0
25;PB;2006;2269.0;825.0;458.0;434;9.0;38.0;373.0;697.0;62.0;47.0;49.0;762.0;39.0;628;24;648.0
41;PR;2006;2870.0;3098.0;1706.0;1588;196.0;2326.0;1361.0;522.0;249.0;2531.0;48.0;2839.0;140.0;2229;118;474.0
26;PE;2006;1194.0;4472.0;2616.0;2479;37.0;351.0;2226.0;3893.0;310.0;388.0;261.0;4162.0;197.0;3592;137;3632.0
22;PI;2006;5460.0;418.0;240.0;221;4.0;47.0;116.0;357.0;32.0;51.0;28.0;386.0;11.0;192;19;329.0
33;RJ;2006;5370.0;7389.0;4076.0;3880;219.0;2217.0;3347.0;4611.0;504.0;2436.0;267.0;6858.0;319.0;5790;196;4339.0
24;RN;2006;2085.0;455.0;234.0;219;10.0;71.0;175.0;318.0;42.0;81.0;27.0;413.0;21.0;306;15;291.0
43;RS;2006;352.0;1983.0;980.0;924;128.0;1457.0;787.0;381.0;162.0;1585.0;30.0;1821.0;83.0;1425;56;351.0
11;RO;2006;356.0;585.0;257.0;234;19.0;125.0;189.0;418.0;51.0;145.0;31.0;531.0;25.0;383;23;386.0
14;RR;2006;1342.0;111.0;46.0;41;10.0;31.0;18.0;67.0;13.0;43.0;3.0;96.0;3.0;38;5;64.0
42;SC;2006;353.0;666.0;321.0;290;70.0;439.0;226.0;93.0;92.0;509.0;15.0;574.0;34.0;386;31;78.0
35;SP;2006;474.0;8377.0;4285.0;3939;530.0;4315.0;3285.0;3364.0;788.0;4846.0;242.0;7582.0;387.0;5761;346;3121.0
28;SE;2006;913.0;585.0;334.0;316;9.0;76.0;243.0;406.0;40.0;85.0;22.0;545.0;15.0;403;18;384.0
17;TO;2006;402.0;229.0;121.0;113;4.0;34.0;50.0;189.0;22.0;38.0;18.0;207.0;6.0;85;8;171.0
52;GO;2007;1181.0;1521.0;849.0;789;51.0;341.0;643.0;1052.0;139.0;392.0;82.0;1382.0;73.0;1009;60;970.0
13;AM;2007;1327.0;715.0;433.0;405;7.0;38.0;265.0;648.0;52.0;45.0;43.0;663.0;25.0;415;28;605.0
29;BA;2007;55.0;3659.0;2160.0;2036;27.0;233.0;1770.0;3116.0;249.0;260.0;207.0;3408.0;133.0;2700;124;2909.0
23;CE;2007;80.0;1933.0;1066.0;1016;27.0;185.0;758.0;1367.0;126.0;213.0;84.0;1806.0;43.0;1224;50;1283.0
53;DF;2007;579.0;711.0;431.0;409;13.0;94.0;352.0;591.0;55.0;107.0;41.0;656.0;28.0;516;22;550.0
12;AC;2007;47.0;137.0;72.0;64;8.0;26.0;30.0;91.0;18.0;34.0;9.0;119.0;4.0;51;8;82.0
32;ES;2007;169.0;1877.0;1008.0;929;32.0;245.0;823.0;1197.0;186.0;277.0;116.0;1691.0;111.0;1363;79;1081.0
27;AL;2007;390.0;1836.0;1102.0;1046;11.0;65.0;959.0;1247.0;109.0;76.0;68.0;1727.0;74.0;1552;56;1179.0
16;AP;2007;26.0;172.0;114.0;107;4.0;17.0;40.0;140.0;12.0;21.0;8.0;160.0;5.0;60;7;132.0
17;TO;2007;488.0;226.0;94.0;83;2.0;29.0;33.0;191.0;28.0;31.0;26.0;196.0;8.0;88;11;164.0
28;SE;2007;936.0;522.0;294.0;282;9.0;66.0;211.0;371.0;34.0;75.0;21.0;488.0;19.0;348;12;350.0
35;SP;2007;507.0;6437.0;3135.0;2868;396.0;3315.0;2267.0;2602.0;595.0;3711.0;185.0;5834.0;291.0;4150;267;2417.0
42;SC;2007;371.0;632.0;328.0;292;60.0;450.0;233.0;94.0;70.0;510.0;6.0;560.0;21.0;377;34;88.0
14;RR;2007;1559.0;116.0;47.0;44;8.0;20.0;12.0;85.0;19.0;28.0;10.0;97.0;2.0;28;3;75.0
11;RO;2007;312.0;432.0;210.0;200;8.0;94.0;164.0;305.0;28.0;102.0;20.0;404.0;9.0;321;10;285.0
43;RS;2007;356.0;2199.0;1137.0;1056;161.0;1574.0;939.0;440.0;193.0;1735.0;29.0;2003.0;100.0;1661;81;411.0
24;RN;2007;2150.0;589.0;314.0;294;11.0;84.0;249.0;424.0;42.0;95.0;25.0;547.0;23.0;438;20;399.0
33;RJ;2007;3859.0;6551.0;3652.0;3485;187.0;1883.0;2967.0;4169.0;416.0;2071.0;216.0;6121.0;272.0;5102;167;3952.0
22;PI;2007;4824.0;383.0;186.0;174;9.0;50.0;103.0;310.0;35.0;59.0;24.0;346.0;15.0;184;12;285.0
26;PE;2007;1252.0;4557.0;2698.0;2558;36.0;246.0;2310.0;4032.0;290.0;282.0;241.0;4262.0;192.0;3706;139;3790.0
41;PR;2007;2765.0;3105.0;1760.0;1650;193.0;2220.0;1450.0;617.0;241.0;2414.0;41.0;2860.0;134.0;2285;110;575.0
25;PB;2007;2565.0;864.0;461.0;432;8.0;32.0;372.0;759.0;69.0;40.0;55.0;793.0;42.0;656;29;704.0
15;PA;2007;329.0;2194.0;1263.0;1197;26.0;164.0;859.0;1953.0;144.0;190.0;112.0;2049.0;58.0;1385;66;1841.0
31;MG;2007;1478.0;4125.0;2344.0;2168;131.0;1030.0;1914.0;2776.0;403.0;1161.0;248.0;3722.0;218.0;2983;176;2528.0
50;MS;2007;3511.0;710.0;340.0;312;39.0;274.0;222.0;369.0;67.0;314.0;28.0;641.0;29.0;401;28;341.0
51;MT;2007;613.0;889.0;368.0;334;41.0;230.0;248.0;615.0;95.0;271.0;54.0;794.0;35.0;542;34;561.0
21;MA;2007;415.0;1127.0;623.0;592;13.0;144.0;353.0;962.0;63.0;157.0;50.0;1063.0;23.0;602;31;911.0
27;AL;2008;426.0;1887.0;1142.0;1101;3.0;55.0;1018.0;1536.0;83.0;58.0;71.0;1804.0;55.0;1596;41;1465.0
17;TO;2008;541.0;237.0;122.0;111;4.0;37.0;55.0;194.0;21.0;41.0;17.0;216.0;10.0;98;11;177.0
28;SE;2008;1117.0;555.0;313.0;298;8.0;65.0;235.0;404.0;30.0;73.0;21.0;525.0;11.0;368;15;383.0
35;SP;2008;536.0;6332.0;2948.0;2706;451.0;3263.0;2027.0;2464.0;667.0;3715.0;199.0;5660.0;292.0;3891;242;2265.0
42;SC;2008;370.0;802.0;406.0;373;74.0;600.0;302.0;108.0;86.0;674.0;8.0;715.0;43.0;505;32;100.0
14;RR;2008;1683.0;105.0;38.0;35;9.0;19.0;9.0;74.0;15.0;28.0;5.0;90.0;2.0;29;3;69.0
11;RO;2008;269.0;480.0;210.0;195;16.0;120.0;136.0;319.0;39.0;136.0;20.0;440.0;17.0;286;15;298.0
43;RS;2008;461.0;2380.0;1199.0;1116;184.0;1685.0;1011.0;471.0;219.0;1869.0;32.0;2161.0;118.0;1801;83;439.0
24;RN;2008;2366.0;714.0;402.0;373;7.0;93.0;326.0;558.0;59.0;100.0;48.0;655.0;36.0;536;29;510.0
33;RJ;2008;3598.0;5662.0;3092.0;2934;133.0;1644.0;2442.0;3593.0;373.0;1777.0;223.0;5274.0;219.0;4336;158;3365.0
22;PI;2008;4108.0;361.0;187.0;171;6.0;46.0;90.0;299.0;38.0;52.0;31.0;323.0;8.0;159;16;268.0
26;PE;2008;1370.0;4446.0;2621.0;2482;45.0;387.0;2158.0;3888.0;298.0;433.0;245.0;4140.0;166.0;3449;135;3641.0
41;PR;2008;2580.0;3445.0;1914.0;1777;244.0;2413.0;1591.0;695.0;306.0;2660.0;55.0;3132.0;168.0;2540;137;640.0
25;PB;2008;3620.0;1029.0;561.0;531;8.0;42.0;447.0;928.0;87.0;50.0;76.0;942.0;49.0;750;30;852.0
15;PA;2008;357.0;2860.0;1635.0;1553;27.0;186.0;1160.0;2585.0;169.0;213.0;139.0;2687.0;89.0;1929;82;2445.0
31;MG;2008;1541.0;3889.0;2204.0;2014;133.0;938.0;1764.0;2628.0;377.0;1071.0;221.0;3511.0;174.0;2755;190;2407.0
50;MS;2008;3277.0;699.0;345.0;318;38.0;274.0;229.0;361.0;60.0;312.0;22.0;639.0;22.0;392;27;339.0
51;MT;2008;701.0;937.0;428.0;390;27.0;211.0;291.0;687.0;86.0;238.0;57.0;851.0;36.0;572;38;630.0
21;MA;2008;500.0;1277.0;714.0;677;12.0;144.0;408.0;1097.0;81.0;156.0;67.0;1196.0;25.0;698;37;1030.0
52;GO;2008;1284.0;1792.0;971.0;914;49.0;364.0;739.0;1309.0;160.0;413.0;104.0;1629.0;82.0;1201;57;1204.0
32;ES;2008;151.0;1947.0;1113.0;1024;30.0;234.0;937.0;1252.0;190.0;264.0;129.0;1756.0;124.0;1495;89;1123.0
53;DF;2008;673.0;812.0;492.0;457;7.0;98.0;390.0;701.0;64.0;105.0;57.0;748.0;38.0;579;35;644.0
23;CE;2008;88.0;2019.0;1131.0;1089;18.0;176.0;803.0;1377.0;117.0;194.0;74.0;1902.0;48.0;1332;42;1303.0
29;BA;2008;61.0;4819.0;2994.0;2833;34.0;311.0;2547.0;4137.0;315.0;345.0;260.0;4485.0;193.0;3828;161;3876.0
13;AM;2008;1837.0;830.0;481.0;455;7.0;40.0;287.0;767.0;63.0;47.0;56.0;767.0;20.0;446;26;711.0
12;AC;2008;40.0;133.0;76.0;71;5.0;18.0;27.0;74.0;13.0;23.0;5.0;120.0;0.0;40;5;69.0
16;AP;2008;27.0;210.0;141.0;137;0.0;6.0;46.0;196.0;13.0;6.0;13.0;196.0;3.0;65;4;183.0
42;SC;2009;401.0;820.0;429.0;391;82.0;605.0;312.0;115.0;93.0;687.0;8.0;726.0;39.0;511;38;107.0
43;RS;2009;471.0;2242.0;1081.0;980;186.0;1589.0;858.0;445.0;225.0;1775.0;36.0;2017.0;126.0;1645;101;409.0
14;RR;2009;1519.0;118.0;52.0;43;11.0;26.0;13.0;78.0;24.0;37.0;12.0;94.0;4.0;27;9;66.0
11;RO;2009;325.0;538.0;231.0;208;15.0;127.0;172.0;373.0;51.0;142.0;35.0;486.0;28.0;353;23;338.0
24;RN;2009;2470.0;800.0;455.0;434;17.0;115.0;379.0;612.0;57.0;132.0;38.0;743.0;30.0;620;21;574.0
33;RJ;2009;3606.0;5365.0;2841.0;2704;145.0;1538.0;2205.0;3430.0;350.0;1684.0;190.0;5000.0;199.0;4009;137;3237.0
41;PR;2009;2406.0;3698.0;2078.0;1920;274.0;2698.0;1672.0;677.0;331.0;2972.0;57.0;3361.0;199.0;2673;158;619.0
22;PI;2009;3805.0;385.0;205.0;193;7.0;49.0;117.0;318.0;31.0;56.0;22.0;354.0;14.0;184;12;296.0
26;PE;2009;1418.0;3963.0;2281.0;2136;42.0;328.0;1939.0;3460.0;304.0;370.0;252.0;3656.0;186.0;3117;145;3208.0
25;PB;2009;4136.0;1263.0;710.0;660;10.0;41.0;608.0;1153.0;98.0;51.0;84.0;1164.0;67.0;1019;50;1069.0
15;PA;2009;435.0;2989.0;1717.0;1635;23.0;189.0;1242.0;2711.0;180.0;213.0;152.0;2802.0;84.0;2038;82;2558.0
51;MT;2009;951.0;1000.0;469.0;425;38.0;209.0;309.0;738.0;94.0;247.0;55.0;905.0;44.0;573;44;682.0
50;MS;2009;2931.0;725.0;354.0;328;40.0;276.0;244.0;399.0;65.0;316.0;25.0;660.0;28.0;429;26;374.0
31;MG;2009;1479.0;3742.0;2062.0;1894;132.0;923.0;1646.0;2507.0;402.0;1055.0;246.0;3340.0;197.0;2603;168;2261.0
21;MA;2009;590.0;1398.0;775.0;737;19.0;142.0;458.0;1210.0;87.0;161.0;67.0;1311.0;32.0;785;38;1143.0
52;GO;2009;1441.0;1902.0;977.0;915;45.0;365.0;740.0;1446.0;165.0;410.0;117.0;1733.0;76.0;1260;62;1327.0
32;ES;2009;170.0;1985.0;1164.0;1057;32.0;219.0;974.0;1367.0;216.0;251.0;152.0;1769.0;130.0;1548;107;1215.0
29;BA;2009;66.0;5432.0;3427.0;3276;32.0;301.0;2971.0;4741.0;345.0;333.0;284.0;5078.0;220.0;4361;151;4455.0
16;AP;2009;23.0;190.0;108.0;104;2.0;9.0;43.0;168.0;12.0;11.0;10.0;178.0;3.0;69;4;158.0
12;AC;2009;59.0;153.0;78.0;72;6.0;10.0;33.0;103.0;16.0;16.0;6.0;137.0;2.0;61;6;97.0
13;AM;2009;1953.0;916.0;540.0;519;7.0;37.0;359.0;846.0;67.0;44.0;60.0;849.0;28.0;572;21;786.0
27;AL;2009;544.0;1873.0;1115.0;1060;2.0;46.0;969.0;1595.0;111.0;48.0;96.0;1762.0;81.0;1560;55;1499.0
17;TO;2009;623.0;289.0;135.0;120;8.0;47.0;64.0;231.0;31.0;55.0;23.0;258.0;12.0;128;15;208.0
23;CE;2009;116.0;2165.0;1196.0;1130;25.0;166.0;917.0;1360.0;138.0;191.0;80.0;2025.0;68.0;1511;64;1280.0
53;DF;2009;753.0;882.0;523.0;487;14.0;105.0;450.0;753.0;76.0;119.0;61.0;806.0;43.0;666;36;692.0
35;SP;2009;528.0;6557.0;2940.0;2692;413.0;3382.0;1974.0;2618.0;660.0;3799.0;230.0;5882.0;235.0;3851;248;2385.0
28;SE;2009;1183.0;653.0;324.0;311;9.0;65.0;244.0;475.0;36.0;74.0;21.0;617.0;16.0;451;13;454.0
11;RO;2010;333.0;546.0;226.0;216;11.0;131.0;162.0;388.0;37.0;142.0;23.0;508.0;17.0;351;10;364.0
43;RS;2010;441.0;2085.0;983.0;891;185.0;1438.0;787.0;436.0;227.0;1623.0;38.0;1856.0;119.0;1496;92;398.0
24;RN;2010;2441.0;810.0;439.0;408;13.0;98.0;349.0;633.0;71.0;111.0;51.0;739.0;33.0;611;31;582.0
33;RJ;2010;3233.0;5667.0;3020.0;2888;128.0;1610.0;2261.0;3684.0;339.0;1738.0;196.0;5310.0;191.0;4111;132;3484.0
22;PI;2010;3912.0;411.0;195.0;184;10.0;45.0;115.0;327.0;40.0;55.0;28.0;371.0;16.0;207;11;299.0
26;PE;2010;1265.0;3473.0;1977.0;1858;29.0;228.0;1612.0;3000.0;247.0;257.0;197.0;3226.0;152.0;2649;119;2803.0
41;PR;2010;2259.0;3586.0;1970.0;1805;283.0;2588.0;1621.0;670.0;338.0;2871.0;51.0;3248.0;189.0;2630;165;619.0
25;PB;2010;4201.0;1455.0;834.0;782;8.0;48.0;733.0;1325.0;119.0;56.0;98.0;1336.0;79.0;1208;52;1227.0
15;PA;2010;434.0;3521.0;1935.0;1819;30.0;236.0;1469.0;3198.0;231.0;266.0;197.0;3286.0;126.0;2502;115;2998.0
31;MG;2010;1633.0;3646.0;1956.0;1772;141.0;797.0;1523.0;2515.0;409.0;938.0;259.0;3236.0;197.0;2456;184;2256.0
50;MS;2010;2497.0;656.0;292.0;267;33.0;238.0;186.0;374.0;76.0;271.0;38.0;579.0;21.0;344;25;336.0
51;MT;2010;1129.0;972.0;462.0;434;26.0;217.0;310.0;722.0;80.0;243.0;54.0;890.0;27.0;566;28;667.0
21;MA;2010;578.0;1519.0;837.0;785;18.0;133.0;480.0;1341.0;117.0;151.0;99.0;1402.0;42.0;827;52;1242.0
52;GO;2010;1954.0;1979.0;1088.0;1003;48.0;349.0;803.0;1533.0;182.0;397.0;128.0;1795.0;80.0;1317;85;1403.0
32;ES;2010;191.0;1792.0;1036.0;957;34.0;231.0;875.0;1299.0;174.0;265.0;128.0;1618.0;94.0;1359;79;1171.0
53;DF;2010;785.0;786.0;452.0;420;15.0;85.0;379.0;680.0;66.0;100.0;50.0;720.0;42.0;576;32;630.0
23;CE;2010;122.0;2688.0;1494.0;1432;27.0;272.0;1219.0;1711.0;173.0;299.0;111.0;2515.0;103.0;2057;62;1600.0
29;BA;2010;98.0;5844.0;3571.0;3357;42.0;332.0;2938.0;5145.0;438.0;374.0;361.0;5398.0;235.0;4439;214;4781.0
13;AM;2010;2373.0;1082.0;634.0;602;5.0;71.0;405.0;980.0;65.0;76.0;60.0;1017.0;28.0;635;32;920.0
16;AP;2010;27.0;260.0;168.0;164;2.0;26.0;72.0;205.0;16.0;28.0;14.0;244.0;5.0;103;4;191.0
27;AL;2010;607.0;2087.0;1287.0;1223;6.0;42.0;1118.0;1696.0;137.0;48.0;104.0;1950.0;88.0;1721;64;1592.0
12;AC;2010;56.0;165.0;74.0;67;3.0;25.0;34.0;96.0;19.0;28.0;13.0;146.0;7.0;63;7;83.0
17;TO;2010;534.0;327.0;178.0;160;3.0;38.0;68.0;280.0;34.0;41.0;30.0;293.0;9.0;131;18;250.0
28;SE;2010;1237.0;676.0;351.0;332;6.0;52.0;264.0;569.0;43.0;58.0;36.0;633.0;18.0;452;19;533.0
35;SP;2010;538.0;6039.0;2671.0;2389;424.0;2911.0;1793.0;2442.0;678.0;3336.0;223.0;5355.0;232.0;3469;281;2219.0
42;SC;2010;322.0;823.0;380.0;338;94.0;578.0;255.0;129.0;110.0;673.0;15.0;712.0;42.0;483;42;114.0
14;RR;2010;1376.0;121.0;52.0;45;2.0;11.0;12.0;102.0;11.0;13.0;9.0;110.0;2.0;29;7;93.0
12;AC;2011;45.0;164.0;73.0;64;4.0;12.0;26.0;99.0;18.0;16.0;11.0;146.0;5.0;50;9;88.0
27;AL;2011;847.0;2244.0;1321.0;1260;7.0;67.0;1178.0;2013.0;138.0;74.0;114.0;2106.0;94.0;1913;61;1899.0
16;AP;2011;25.0;209.0;122.0;112;3.0;24.0;53.0;179.0;19.0;27.0;16.0;190.0;9.0;80;10;163.0
13;AM;2011;1968.0;1292.0;791.0;762;15.0;131.0;590.0;1131.0;81.0;146.0;66.0;1210.0;32.0;879;29;1065.0
29;BA;2011;71.0;5549.0;3221.0;3017;40.0;374.0;2636.0;4780.0;449.0;415.0;375.0;5089.0;250.0;4170;204;4402.0
41;PR;2011;2779.0;3376.0;1786.0;1668;220.0;2440.0;1410.0;654.0;283.0;2660.0;55.0;3086.0;139.0;2365;118;599.0
26;PE;2011;1247.0;3471.0;1928.0;1810;21.0;200.0;1538.0;3013.0;261.0;222.0;223.0;3202.0;143.0;2541;116;2790.0
22;PI;2011;3228.0;440.0;223.0;212;4.0;51.0;147.0;355.0;32.0;55.0;28.0;408.0;10.0;251;11;327.0
33;RJ;2011;3068.0;4781.0;2409.0;2264;127.0;1319.0;1818.0;3161.0;366.0;1448.0;223.0;4403.0;177.0;3411;145;2933.0
24;RN;2011;2222.0;1054.0;596.0;559;11.0;140.0;481.0;813.0;76.0;151.0;56.0;978.0;44.0;788;37;757.0
43;RS;2011;450.0;2077.0;1018.0;926;180.0;1424.0;829.0;448.0;202.0;1605.0;21.0;1869.0;114.0;1531;92;427.0
11;RO;2011;263.0;450.0;187.0;168;14.0;102.0;130.0;321.0;48.0;116.0;31.0;401.0;22.0;286;19;290.0
14;RR;2011;1413.0;95.0;39.0;35;1.0;14.0;10.0;74.0;10.0;15.0;9.0;84.0;0.0;25;4;65.0
42;SC;2011;333.0;811.0;389.0;355;68.0;607.0;273.0;128.0;74.0;675.0;5.0;737.0;33.0;483;34;123.0
35;SP;2011;568.0;5842.0;2505.0;2304;380.0;2808.0;1643.0;2473.0;580.0;3189.0;179.0;5257.0;192.0;3262;201;2293.0
28;SE;2011;1446.0;731.0;371.0;343;9.0;49.0;292.0;671.0;60.0;58.0;50.0;671.0;30.0;523;28;621.0
17;TO;2011;613.0;361.0;160.0;137;11.0;51.0;78.0;288.0;49.0;62.0;36.0;311.0;13.0;158;23;252.0
23;CE;2011;145.0;2792.0;1568.0;1485;24.0;251.0;1257.0;1647.0;189.0;275.0;106.0;2603.0;119.0;2063;83;1541.0
53;DF;2011;893.0;902.0;493.0;455;16.0;94.0;405.0;784.0;79.0;110.0;61.0;823.0;44.0;657;38;723.0
32;ES;2011;241.0;1672.0;1005.0;918;40.0;201.0;887.0;1209.0;167.0;241.0;104.0;1505.0;105.0;1352;87;1105.0
52;GO;2011;1944.0;2272.0;1201.0;1098;67.0;392.0;941.0;1721.0;262.0;459.0;182.0;2005.0;129.0;1579;103;1537.0
21;MA;2011;744.0;1591.0;820.0;765;20.0;184.0;515.0;1364.0;131.0;204.0;109.0;1460.0;51.0;944;55;1255.0
51;MT;2011;1271.0;1009.0;474.0;439;27.0;227.0;320.0;740.0;87.0;254.0;60.0;920.0;34.0;602;35;679.0
50;MS;2011;2393.0;673.0;307.0;274;38.0;214.0;194.0;416.0;78.0;252.0;40.0;595.0;35.0;368;33;376.0
31;MG;2011;1819.0;4262.0;2250.0;2058;165.0;1061.0;1831.0;2906.0;457.0;1226.0;283.0;3804.0;220.0;3000;192;2622.0
15;PA;2011;493.0;3073.0;1758.0;1679;27.0;217.0;1292.0;2787.0;186.0;245.0;154.0;2881.0;106.0;2077;79;2629.0
25;PB;2011;3913.0;1614.0;915.0;847;18.0;65.0;820.0;1441.0;140.0;83.0;117.0;1474.0;108.0;1379;68;1324.0
28;SE;2012;1820.0;879.0;474.0;451;9.0;65.0;385.0;800.0;62.0;74.0;52.0;817.0;30.0;648;23;748.0
15;PA;2012;618.0;3236.0;1799.0;1684;27.0;221.0;1310.0;2942.0;232.0;248.0;202.0;2993.0;119.0;2138;114;2738.0
31;MG;2012;1637.0;4562.0;2512.0;2296;148.0;1102.0;2031.0;3200.0;460.0;1250.0;303.0;4100.0;216.0;3228;216;2896.0
50;MS;2012;2358.0;683.0;291.0;267;32.0;196.0;175.0;447.0;77.0;228.0;45.0;606.0;13.0;337;24;402.0
51;MT;2012;1135.0;1074.0;544.0;498;35.0;218.0;375.0;794.0;100.0;253.0;62.0;972.0;37.0;641;46;732.0
21;MA;2012;824.0;1777.0;952.0;910;16.0;172.0;653.0;1555.0;114.0;188.0;96.0;1662.0;41.0;1152;42;1459.0
52;GO;2012;2992.0;2793.0;1518.0;1394;67.0;511.0;1195.0;2134.0;247.0;578.0;171.0;2540.0;133.0;1955;124;1963.0
32;ES;2012;293.0;1667.0;969.0;887;17.0;175.0;866.0;1342.0;163.0;192.0;137.0;1504.0;106.0;1335;82;1205.0
53;DF;2012;1111.0;954.0;517.0;480;11.0;83.0;432.0;849.0;77.0;94.0;63.0;875.0;42.0;725;37;785.0
23;CE;2012;160.0;3841.0;2329.0;2235;26.0;223.0;2031.0;1921.0;219.0;249.0;110.0;3621.0;142.0;3135;94;1811.0
43;RS;2012;454.0;2382.0;1149.0;1041;202.0;1617.0;918.0;514.0;247.0;1819.0;39.0;2135.0;135.0;1737;108;475.0
11;RO;2012;312.0;526.0;230.0;207;13.0;124.0;164.0;374.0;51.0;137.0;36.0;475.0;26.0;338;23;338.0
14;RR;2012;1602.0;144.0;70.0;65;10.0;31.0;17.0;100.0;17.0;42.0;7.0;126.0;3.0;32;5;93.0
42;SC;2012;324.0;821.0;407.0;368;85.0;553.0;284.0;174.0;104.0;638.0;18.0;717.0;37.0;491;39;156.0
35;SP;2012;604.0;6566.0;2875.0;2657;370.0;3150.0;1957.0;2885.0;640.0;3520.0;257.0;5920.0;205.0;3848;218;2627.0
25;PB;2012;4329.0;1525.0;901.0;842;8.0;81.0;767.0;1295.0;137.0;89.0;119.0;1388.0;89.0;1224;59;1176.0
17;TO;2012;682.0;379.0;182.0;165;9.0;50.0;97.0;306.0;49.0;59.0;40.0;330.0;18.0;178;17;266.0
29;BA;2012;111.0;6148.0;3662.0;3460;42.0;395.0;2930.0;5358.0;437.0;437.0;368.0;5702.0;262.0;4594;202;4989.0
13;AM;2012;2013.0;1344.0;732.0;684;28.0;121.0;508.0;1183.0;118.0;150.0;89.0;1225.0;52.0;855;48;1094.0
16;AP;2012;29.0;253.0;164.0;156;2.0;19.0;81.0;215.0;17.0;21.0;15.0;236.0;6.0;117;8;200.0
27;AL;2012;803.0;2046.0;1231.0;1166;12.0;73.0;1099.0;1905.0;133.0;85.0;116.0;1913.0;100.0;1737;65;1789.0
12;AC;2012;81.0;208.0;101.0;95;1.0;17.0;45.0;171.0;16.0;18.0;14.0;192.0;4.0;85;6;157.0
24;RN;2012;2262.0;1124.0;649.0;625;16.0;175.0;542.0;861.0;64.0;191.0;42.0;1060.0;32.0;856;24;819.0
33;RJ;2012;3639.0;4772.0;2397.0;2268;125.0;1241.0;1900.0;3228.0;365.0;1367.0;223.0;4386.0;184.0;3472;129;2999.0
22;PI;2012;3281.0;525.0;269.0;249;5.0;45.0;181.0;453.0;46.0;50.0;40.0;479.0;18.0;311;20;413.0
26;PE;2012;1229.0;3327.0;1815.0;1719;21.0;161.0;1448.0;2991.0;216.0;182.0;185.0;3106.0;116.0;2475;95;2805.0
